row ID,row m/z,row retention time,0_AR_Blk_C18_Pos.mzML Peak area,1_AR_Arnica_C18_Pos.mzML Peak area,2_AR_Cinchona_C18_Pos.mzML Peak area,3_AR_Ginkgo_C18_Pos.mzML Peak area,4_AR_Panax_C18_Pos.mzML Peak area,5_AR_Salvia_C18_Pos.mzML Peak area
143,468.24371388429700,2.6394755,0.0,15298021.05041600,0.0,336486.8679367050,0.0,6925.385289111460
144,366.22674771978100,7.337963850000000,0.0,21916478.95800750,0.0,0.0,0.0,22033.14474453500
145,562.2505438970960,1.4822772,0.0,12959072.745429300,0.0,0.0,0.0,0.0
146,282.1187036194340,0.25818809600000000,0.0,11685028.06365800,22537.08783444380,3387980.0522296100,2972131.9522117300,280497.2781462
147,410.1942787295000,6.7684443666666700,0.0,20018686.378801300,6281.729856184720,0.0,0.0,4194860.941369250
148,303.26846900157100,11.3911255,0.0,22120247.348273500,6733.619123173890,0.0,0.0,0.0
149,247.13278047192400,7.22990135,5413.203024616770,20217642.06875620,9142.896431249890,192213.45233432900,3882.66302835947,10846.34870817790
150,394.25861394549300,7.270381133333330,0.0,18823318.80209750,5372.815971585810,0.0,0.0,65768.14776097170
151,614.4012364531490,13.9168066,0.0,11178090.72345160,1302925.6083690300,261032.51563010900,33699087.04403740,275343.68727463000
152,711.3111447141370,7.0467838,0.0,16894804.02460050,0.0,0.0,0.0,0.0
153,362.1949612418840,7.012016233333330,0.0,19796835.5985686,3707.37626531824,0.0,0.0,40304.372832826000
154,875.36523553569,2.1877368000000000,0.0,9727394.949584050,0.0,0.0,0.0,0.0
155,610.3682043174910,12.909902333333300,0.0,19691498.811378700,0.0,1099058.599365250,1093217.8327574900,0.0
156,412.2102398099570,7.221680766666670,0.0,17471863.496508800,6308.849972030120,0.0,0.0,229664.56265442000
157,238.145785286821,13.0046378,0.0,16967733.856102800,512488.5876220590,920037.6670096860,10425708.435317300,51052.05240070320
158,318.65416766061600,10.501375200000000,0.0,17878494.920669300,728240.2569893050,2989402.8126047200,434018.314589301,14490.133106719500
159,390.226125679416,7.0242579000000000,0.0,19652968.66696230,0.0,0.0,5387.234884356570,8873.352309679530
